feedback_id,order_id,customer_id,rating,feedback_category,sentiment,feedback_date
3737552,9783493265,43236215,5,Delivery,Positive,29-09-2025 21:26
3556437,2802500783,29420077,5,Customer Service,Positive,09-06-2024 03:04
9932806,8625144136,40496044,1,Product Quality,Negative,20-12-2025 05:43
2779703,1152931405,3709894,5,Customer Service,Positive,13-12-2025 14:47
2726048,7480454899,42430271,3,Product Quality,Neutral,30-09-2024 12:19
1193166,4395520324,67226473,4,Product Quality,Positive,10-03-2023 12:52
5919827,2754558974,68390491,4,App Experience,Positive,22-09-2024 00:52
8539810,4650318593,2493076,5,Product Quality,Positive,15-12-2023 12:30
8320798,5572716475,23215782,1,Delivery,Negative,30-01-2024 10:31
5484863,2734329324,84803951,4,App Experience,Positive,25-05-2023 20:53
3826880,442836181,14788468,5,Delivery,Positive,31-07-2025 23:24
9010150,7312766372,78110713,4,Customer Service,Positive,20-01-2023 10:49
92499,7778959162,196960,4,App Experience,Neutral,11-11-2024 11:52
8816924,4251165351,89114310,5,App Experience,Positive,24-10-2023 08:01
9125521,5848721367,56352167,4,Delivery,Positive,03-12-2023 06:59
1149592,6445426132,18600257,5,Product Quality,Positive,05-07-2025 23:01
493653,5530861970,5795075,4,Product Quality,Positive,19-07-2025 15:56
6171401,5642505097,56925389,3,App Experience,Neutral,15-12-2024 00:29
8055747,7617232490,54122431,5,Customer Service,Positive,18-10-2025 05:15
4436184,1276965544,29799101,4,Product Quality,Neutral,17-12-2024 04:01
3960420,4516640761,43824604,4,App Experience,Positive,19-10-2025 03:01
1375218,6511387030,24664544,2,App Experience,Negative,19-12-2023 05:26
2244901,2181170344,96689698,5,Delivery,Positive,30-03-2023 03:49
7714180,4053593539,32217810,3,Product Quality,Neutral,10-07-2025 13:23
7783770,5550783056,71198670,4,Customer Service,Positive,23-07-2024 03:39
1185716,8253247187,50034917,4,App Experience,Positive,02-05-2024 07:07
9068242,9471369897,14669118,5,Customer Service,Positive,03-06-2023 07:33
7098264,1805960522,44368343,4,Delivery,Positive,07-08-2023 07:21
1291553,9784099099,17443239,4,Customer Service,Neutral,06-07-2025 15:05
4979530,2462223713,28865895,4,Customer Service,Neutral,23-07-2024 20:50
5394848,9552378210,25331530,4,App Experience,Positive,03-05-2025 01:15
9485440,4235469622,29519848,5,App Experience,Positive,16-03-2024 06:18
7539394,4047652846,24251209,4,Customer Service,Positive,12-01-2024 21:27
5911727,7072837767,43932131,5,App Experience,Positive,12-08-2024 08:11
5809815,7723842506,15693565,5,Delivery,Positive,03-06-2025 17:31
6646022,9407510150,72782125,3,Product Quality,Neutral,03-12-2025 16:11
630920,9691358310,73652035,3,Product Quality,Neutral,31-01-2024 20:26
6299811,5632463145,90864617,5,Delivery,Positive,13-12-2024 16:27
299388,5609812355,24647751,4,Delivery,Neutral,13-12-2023 11:49
3650906,5512617090,3018047,4,Product Quality,Positive,15-08-2025 22:34
3680097,1135946844,69661546,4,Product Quality,Positive,16-01-2023 10:40
4124512,3490318709,13923411,3,Product Quality,Neutral,27-10-2025 14:04
3400131,4240075397,22876840,3,App Experience,Neutral,11-09-2024 15:43
9043437,1165968701,23074140,5,Customer Service,Positive,02-05-2024 21:26
631837,7371412416,51375566,4,Delivery,Neutral,11-11-2023 03:29
6632014,9123807667,78619894,5,Product Quality,Positive,25-08-2025 08:16
1936328,1896814539,15165135,5,App Experience,Positive,07-12-2024 02:49
196178,5944542618,34158095,4,Delivery,Neutral,29-02-2024 23:26
1709139,7850220688,43384104,4,Customer Service,Positive,10-12-2024 20:06
5177406,2082445000,38112055,5,Product Quality,Positive,22-12-2024 02:04
6347302,9872882754,6101114,4,Product Quality,Positive,24-10-2023 17:15
1691397,745905638,57583636,3,Delivery,Neutral,18-01-2023 20:44
1956220,6961931889,43567508,4,Delivery,Positive,11-08-2023 07:04
3418276,9327078167,70631994,1,Product Quality,Negative,02-05-2024 19:02
3530261,1523418247,40372654,4,App Experience,Positive,16-02-2024 15:02
4903943,9738626576,947489,3,Delivery,Negative,07-12-2025 12:20
7472551,5398212395,28348383,5,Product Quality,Positive,18-12-2023 17:14
3147677,7615247922,64165703,4,App Experience,Positive,07-11-2023 04:44
4985338,2713503655,51710465,4,Customer Service,Positive,13-08-2025 13:05
4999909,1097883787,34041085,5,App Experience,Positive,16-03-2025 20:21
1567053,4112138992,63361285,4,Customer Service,Positive,24-03-2023 10:35
9438401,447958473,40233092,5,Product Quality,Positive,31-01-2023 00:01
5982625,4175462915,70045230,4,Product Quality,Neutral,23-03-2024 20:54
6406395,570864840,22734030,4,Customer Service,Positive,24-01-2023 01:15
1948545,3417233457,84803951,4,Product Quality,Positive,30-04-2023 02:01
7573886,7606407623,61262031,5,App Experience,Positive,23-12-2024 15:36
8686461,1820626922,21829197,3,Delivery,Negative,06-11-2023 05:54
9701981,2207921264,4322078,5,App Experience,Positive,24-02-2025 09:33
609818,3592351289,76590413,4,Product Quality,Positive,15-07-2024 17:52
6622705,641900260,55757543,4,Customer Service,Positive,10-09-2023 14:36
501844,5419088751,88630009,5,Product Quality,Positive,11-02-2023 22:36
9634330,1518594702,66811860,5,Customer Service,Positive,02-10-2024 12:04
9979840,2783792053,33512678,4,Product Quality,Positive,12-02-2025 05:23
1174788,4925575033,11395851,4,Product Quality,Neutral,27-09-2024 10:47
4328076,6575138807,31695293,4,Customer Service,Positive,13-02-2025 03:09
8324367,4952229084,15717605,3,Delivery,Neutral,06-11-2024 10:05
5585046,437600598,88344806,3,Customer Service,Negative,01-09-2024 03:57
5740327,4707698745,98661455,1,Customer Service,Negative,23-07-2024 21:23
7803179,1301505930,81216433,4,Product Quality,Positive,04-06-2025 11:44
26882,5104032854,41882455,4,Delivery,Neutral,08-02-2023 07:53
2548983,1553903197,41551277,4,Delivery,Positive,15-07-2025 04:17
9173172,6067180060,86907971,4,App Experience,Positive,02-08-2023 04:40
8499668,6726948264,91071278,5,App Experience,Positive,30-03-2025 22:30
929562,6368796957,81765741,4,Product Quality,Positive,18-04-2024 08:05
1493434,3267646051,29033525,5,Customer Service,Positive,03-06-2024 22:26
1961666,71353233,76909771,4,Customer Service,Neutral,06-07-2024 04:19
2127801,1026950968,3390859,1,Delivery,Negative,25-03-2023 18:04
6395865,4001539738,60149311,4,Customer Service,Positive,21-07-2023 21:49
3368575,1219123415,33538511,5,Customer Service,Positive,21-08-2023 19:38
4831923,845198818,5087009,4,Customer Service,Positive,10-06-2023 16:09
1778883,5663322312,31609126,4,Delivery,Positive,02-03-2024 20:38
9307396,5157790449,20962027,5,Customer Service,Positive,20-09-2025 16:30
2852263,1153387229,37649632,4,Product Quality,Positive,07-01-2025 07:40
835252,435387759,86252356,4,Product Quality,Positive,04-09-2024 05:29
6402193,6140700888,51516232,4,App Experience,Neutral,02-06-2023 10:25
1679827,7219459629,61347464,3,Customer Service,Neutral,06-01-2025 21:33
1043259,5365909345,38083278,4,Product Quality,Positive,23-07-2024 20:54
4069974,2035482537,24586469,4,Customer Service,Positive,12-10-2024 05:51
4472192,5501115321,56818278,4,Product Quality,Neutral,29-11-2023 14:25
4880929,8584031989,72495869,2,Product Quality,Negative,30-03-2023 23:50
4099962,6942195530,53548916,5,Delivery,Positive,30-05-2025 04:31
5518166,1229717658,96239161,4,App Experience,Positive,13-03-2023 17:41
5541198,2454526825,2645126,4,App Experience,Positive,21-07-2023 19:34
3068381,1038289745,9328072,4,App Experience,Neutral,31-07-2024 06:15
8991059,9894509061,75006026,4,Delivery,Positive,17-02-2024 09:45
7936700,7862264964,61798809,5,App Experience,Positive,03-06-2024 13:59
2458973,5208676589,48132125,4,Product Quality,Neutral,19-06-2025 13:03
3457315,2372792805,67698393,4,App Experience,Positive,30-07-2024 17:02
3494948,8044547460,78461454,2,Delivery,Negative,08-07-2024 23:32
1701857,127953348,42379436,4,App Experience,Positive,14-03-2023 11:36
4594597,5411595707,28408179,1,Delivery,Negative,12-06-2025 17:01
7878645,8195236385,14669118,2,App Experience,Negative,05-06-2024 07:21
2971312,51767168,32040139,5,Delivery,Positive,26-02-2025 14:15
9434469,3356039880,38287256,4,Customer Service,Positive,23-06-2025 00:32
8319531,820517276,14980274,4,Product Quality,Positive,27-07-2023 06:22
5985340,3354870757,51249113,5,Customer Service,Positive,16-05-2024 14:18
1901540,7879608372,85447669,4,App Experience,Positive,02-07-2025 04:39
8663426,7457856964,44498320,4,App Experience,Positive,12-11-2024 18:32
9125414,4574110283,40372654,5,Product Quality,Positive,23-09-2023 07:43
3701240,9708127307,55087691,4,Product Quality,Neutral,07-10-2024 10:33
1089875,20275600,27380391,4,Product Quality,Positive,13-02-2025 12:36
5434801,4861187240,68068065,4,Customer Service,Neutral,19-11-2023 03:04
6083099,8222216295,64460465,3,Customer Service,Neutral,06-05-2025 02:26
4250267,4943487215,75230150,5,Customer Service,Positive,18-01-2025 08:13
7899897,5526400598,95714829,5,Product Quality,Positive,16-05-2023 14:59
1095701,3075742139,78209959,5,Product Quality,Positive,09-08-2023 03:05
9350583,8617047967,41113222,4,Delivery,Positive,13-12-2025 22:14
5081332,1402451692,40519928,5,Product Quality,Positive,22-06-2025 09:14
8232881,9008182969,46777714,4,Delivery,Positive,08-07-2023 08:54
6829426,6772606524,48732345,3,Delivery,Negative,12-10-2024 16:43
5786821,9434853266,19316986,5,Delivery,Positive,22-12-2025 00:22
4798631,9610474714,25982970,4,Delivery,Positive,03-08-2024 07:57
5368763,361071213,51979833,2,Delivery,Negative,14-03-2023 19:28
179796,3388858388,36590943,5,Delivery,Positive,16-02-2024 12:40
6279312,5776883920,49708258,4,Customer Service,Positive,26-01-2024 23:05
4771600,5053179468,58739885,3,Delivery,Neutral,22-02-2023 13:21
9422144,5014622006,35533198,3,App Experience,Negative,21-01-2025 00:04
2927858,1600163907,69889689,3,Customer Service,Neutral,15-07-2023 12:53
6740618,6808881597,7488246,5,Customer Service,Positive,23-12-2025 15:21
2893081,1347066782,5170813,4,Delivery,Neutral,23-10-2023 13:20
8001064,94107130,37490689,5,Delivery,Positive,10-04-2024 10:14
4648559,9828431505,28368083,5,App Experience,Positive,06-07-2024 04:57
7382248,6250330118,29808929,4,Product Quality,Neutral,12-06-2025 15:08
9056430,1993338119,93595285,4,Customer Service,Positive,24-07-2023 09:30
9649352,2297985504,65880802,4,Customer Service,Positive,02-04-2024 04:23
2566842,4596613736,54558143,5,Delivery,Positive,29-10-2023 07:12
1094943,5261916435,44327711,4,Customer Service,Positive,21-08-2025 04:20
9674046,4682676731,63660575,5,Product Quality,Positive,19-10-2024 05:00
8514727,5233610328,31149918,3,App Experience,Neutral,08-09-2025 19:37
7570652,9122561763,18377097,1,Customer Service,Negative,05-01-2024 08:12
9316546,5623611338,9697026,5,Customer Service,Positive,31-08-2024 02:02
7006393,1731531302,77146788,2,App Experience,Negative,25-04-2025 08:18
6334081,225885841,53012058,3,Product Quality,Neutral,22-08-2023 09:51
6581788,7288876192,25555822,4,App Experience,Neutral,25-06-2025 19:18
2953645,9787779505,52078819,5,Product Quality,Positive,08-06-2023 04:12
5267553,8722555093,94757876,5,Delivery,Positive,19-08-2023 00:05
8371243,4569571290,35676894,4,Delivery,Positive,22-12-2025 16:48
7917609,7937876732,62258880,3,Delivery,Neutral,15-02-2023 13:35
6399960,8116628925,69141471,5,Product Quality,Positive,08-02-2025 04:21
5308210,1735206329,36419359,4,Delivery,Positive,05-08-2025 10:50
9173889,2867170490,31282048,5,Product Quality,Positive,07-01-2024 08:48
8525257,6462127297,58691648,4,Customer Service,Neutral,02-08-2023 22:48
710138,7055825450,7184626,5,Delivery,Positive,16-01-2023 20:11
732220,8097332712,83463941,4,Customer Service,Positive,25-04-2024 19:29
2560662,3508625020,63151107,5,Customer Service,Positive,12-11-2023 08:44
8049484,7597733013,57374354,5,Product Quality,Positive,31-03-2025 22:27
7757887,9171917490,47691082,4,Delivery,Positive,22-02-2025 11:38
9055990,7655933653,47747411,3,Customer Service,Neutral,11-03-2024 23:41
1655872,9550814599,55756841,1,App Experience,Negative,29-06-2025 02:06
3763863,9617733776,57103972,5,Delivery,Positive,10-08-2025 14:27
9283021,13645072,94154817,4,Delivery,Positive,24-02-2023 20:02
7792514,319292208,31827443,4,App Experience,Positive,08-09-2025 11:27
7468126,2426259285,37483590,3,Product Quality,Negative,14-07-2023 00:49
218895,961117297,72058816,5,Delivery,Positive,16-06-2023 17:33
3233422,7053795858,90362945,4,Customer Service,Positive,05-10-2024 06:22
9093290,8231639935,79037700,4,Product Quality,Neutral,19-09-2024 16:16
508183,8908183797,54184323,4,Delivery,Neutral,11-01-2024 23:44
9355070,2690310013,18433929,4,Customer Service,Positive,20-06-2024 17:09
1397361,3986622687,86862561,4,Product Quality,Positive,22-02-2025 19:08
9998605,5851120650,31583073,2,Delivery,Negative,30-01-2024 05:05
3338951,1764878772,38287256,4,Customer Service,Positive,11-03-2025 21:04
2056534,86740394,72139162,4,Delivery,Positive,11-12-2025 21:45
8690951,8321866666,54409800,1,Delivery,Negative,07-11-2025 20:25
103228,3633729333,91877389,4,Product Quality,Positive,19-11-2023 08:39
9795134,5970285552,67926448,4,Customer Service,Positive,09-02-2023 07:46
6446277,8142982090,16866989,5,Customer Service,Positive,07-05-2023 06:49
4810776,3352821012,4639071,5,Customer Service,Positive,16-12-2025 05:16
21187,8802901813,69656885,1,Product Quality,Negative,15-01-2024 17:51
9821490,2188459089,28912000,5,Delivery,Positive,24-07-2023 13:30
2526316,8541622141,80547991,3,App Experience,Negative,01-11-2024 16:29
5101791,2014875376,5839723,5,Delivery,Positive,25-06-2024 16:15
401368,530926346,43229706,1,Customer Service,Negative,09-04-2024 02:42
2971349,5943639702,62833580,4,Customer Service,Neutral,08-03-2023 04:30
8563759,1922956500,45974597,5,Delivery,Positive,13-03-2025 19:42
8882609,7311104472,28811299,3,Customer Service,Negative,11-06-2024 20:48
6798268,3693734554,86243963,3,Product Quality,Negative,01-07-2024 01:25
3674968,9296979252,96102096,5,Delivery,Positive,14-07-2023 22:13
5697658,3548526597,67073280,5,Customer Service,Positive,23-08-2023 10:59
2299552,4400544449,49056170,3,Delivery,Neutral,09-07-2025 10:24
5903722,3654534982,11403077,1,Delivery,Negative,26-07-2023 07:36
4536123,7302242689,51349010,2,App Experience,Negative,09-12-2024 05:17
7823819,8045972844,17861392,3,Delivery,Negative,16-10-2024 05:54
4224357,8056717611,63407206,4,App Experience,Positive,24-12-2024 12:32
9813409,3510329057,3057047,4,Delivery,Neutral,03-01-2023 23:44
8517670,6678956399,17141257,5,Customer Service,Positive,26-11-2024 07:23
9472857,8318317710,40747936,5,Delivery,Positive,20-12-2023 03:49
9135388,5698208569,29520999,3,Product Quality,Negative,16-12-2023 13:57
2886970,7726090540,67742634,5,App Experience,Positive,16-07-2025 21:00
2515361,221419292,72289485,4,Customer Service,Positive,28-03-2025 21:03
1284163,8225674203,248729,1,Customer Service,Negative,15-07-2025 12:03
1405268,3647758633,12021921,5,App Experience,Positive,10-10-2024 15:55
688782,8536217803,3946466,4,Delivery,Positive,19-02-2023 15:40
5117691,5125498148,59959294,4,Delivery,Neutral,08-12-2024 02:35
5902503,5472800956,38928899,4,App Experience,Positive,25-03-2025 07:54
7552163,7134213630,76465664,4,Delivery,Positive,02-05-2025 09:37
4888370,1520142700,89598188,5,Customer Service,Positive,28-02-2025 00:18
332928,8265503413,36976956,3,Delivery,Neutral,28-05-2024 14:57
485630,4252989153,96322533,5,Delivery,Positive,04-10-2024 18:32
3968828,2490783915,22902782,5,Product Quality,Positive,09-04-2024 03:23
3480115,6323669935,44946576,4,Delivery,Positive,23-03-2025 21:18
2157977,6944993359,88252302,5,Customer Service,Positive,01-11-2024 00:21
192755,8187763852,55839972,5,Delivery,Positive,22-06-2024 10:31
9354613,6328921823,41254337,3,Product Quality,Neutral,18-09-2024 20:48
4942795,9051489316,84794907,1,Product Quality,Negative,06-02-2023 16:05
7285679,231072491,13709404,4,Product Quality,Positive,03-01-2024 02:54
7557270,8593088960,48555685,5,Delivery,Positive,14-10-2024 07:57
4914076,2961630058,14648302,4,Product Quality,Neutral,27-07-2025 05:27
6244080,7390096898,75336274,5,Delivery,Positive,29-12-2025 08:15
8063065,3825407862,86765163,4,Delivery,Positive,31-01-2025 01:04
2370684,478519822,60777939,5,Product Quality,Positive,06-12-2023 19:52
3348530,8528610793,22338067,4,Customer Service,Positive,26-05-2025 15:17
892015,1609344095,38039146,4,Delivery,Neutral,11-08-2023 07:20
5325133,3954116140,55277334,4,App Experience,Positive,03-01-2025 16:21
6357875,1764800857,38907992,4,Customer Service,Positive,07-04-2025 18:56
4683267,362320627,42613607,5,Customer Service,Positive,04-01-2024 01:39
7909125,2113084052,1715910,3,App Experience,Negative,12-01-2023 05:42
9638588,5899504687,69947847,5,Delivery,Positive,09-06-2024 03:09
4863334,6395146895,85151210,4,Customer Service,Positive,17-04-2024 02:36
2299984,4888944788,35816566,4,Delivery,Positive,07-08-2025 10:27
7245797,784950636,33916013,4,App Experience,Positive,28-07-2023 08:09
7683005,6574322672,18305844,4,Delivery,Neutral,18-09-2023 11:53
8880286,5246423137,50507720,4,Product Quality,Positive,09-11-2023 00:27
4282592,9313853656,3598688,4,App Experience,Neutral,08-08-2025 11:55
3471509,7532476659,89938647,5,Delivery,Positive,01-04-2024 00:44
4030044,6011442582,2745816,1,Customer Service,Negative,13-02-2024 09:28
7126813,1280960656,98747222,3,Delivery,Negative,14-11-2023 03:42
4920262,5936975324,1939628,4,App Experience,Positive,09-10-2025 00:07
7513621,4705517094,64567071,5,App Experience,Positive,02-12-2024 02:58
1727259,3339587805,84983225,5,Customer Service,Positive,02-11-2024 17:30
462038,4102656999,244434,4,App Experience,Positive,12-08-2023 17:33
9571294,2327991575,46413963,4,Delivery,Positive,14-12-2025 00:22
5373696,4913170993,55350889,5,Product Quality,Positive,22-07-2025 08:35
7248422,9725806102,9327821,5,App Experience,Positive,07-06-2024 22:50
3296308,2197712579,33800578,4,Delivery,Positive,08-08-2024 21:28
8875024,9003567431,76560847,5,Delivery,Positive,23-01-2024 09:48
7636776,8021207473,43642290,5,Delivery,Positive,25-02-2025 17:41
8349312,4109283911,33336964,5,Customer Service,Positive,04-04-2025 00:50
6162851,5831919906,924111,4,Customer Service,Positive,25-11-2025 00:04
6198469,9674511571,99466996,4,App Experience,Positive,19-02-2024 21:39
2331735,8293529536,81547385,4,Delivery,Neutral,14-04-2024 12:40
1507524,2499735146,31150618,5,App Experience,Positive,18-05-2023 19:26
9027485,4064368286,17648693,5,Delivery,Positive,05-03-2025 13:03
7971575,8949583535,12115722,4,Product Quality,Positive,07-10-2024 18:35
9554678,2502241070,44679571,5,App Experience,Positive,23-12-2024 06:43
8431656,5359569367,71066122,5,App Experience,Positive,03-02-2025 08:35
763234,7452343133,7291324,3,Delivery,Neutral,02-07-2025 22:59
2818490,3042324178,65595658,3,Delivery,Neutral,21-08-2024 21:49
5887343,200686535,72983028,4,Customer Service,Positive,22-09-2023 13:52
9657286,55027683,33711607,4,Product Quality,Positive,15-11-2023 03:24
8033244,3236554729,89748638,4,Delivery,Neutral,09-08-2025 02:09
6298519,4155902134,58281283,4,Product Quality,Positive,25-09-2025 12:41
2431980,2070676037,90508794,4,Customer Service,Positive,16-06-2025 12:29
5484343,6036215033,15662554,3,Delivery,Neutral,04-09-2025 20:38
3596586,1796499261,94308220,5,Delivery,Positive,06-06-2024 17:58
3164652,3467174013,95410776,5,App Experience,Positive,20-10-2023 13:28
8512682,3609214941,24360686,2,Product Quality,Negative,15-11-2023 15:38
7419444,4748907333,50733356,5,Product Quality,Positive,26-11-2025 23:12
233300,1839220541,35371319,5,Customer Service,Positive,11-06-2025 17:05
7236297,4586921608,51381481,4,Delivery,Positive,04-04-2023 23:21
6297285,7445596491,98699411,4,Delivery,Positive,19-09-2023 06:05
9194649,1338255430,43221379,4,Customer Service,Neutral,14-06-2025 22:47
1454213,3414787388,10045581,5,Delivery,Positive,11-12-2024 14:36
9044471,6862943195,84933038,4,Customer Service,Positive,01-07-2024 01:07
7986718,2932255147,46391671,4,Customer Service,Positive,26-12-2023 12:56
5186136,4459784635,55084507,3,App Experience,Neutral,07-03-2023 06:11
1294985,6228764142,16572081,4,App Experience,Positive,28-10-2025 13:55
1626144,9687306523,31883943,5,Customer Service,Positive,13-02-2024 00:07
9025704,182430894,51375970,5,App Experience,Positive,10-02-2024 06:58
7044515,8015294882,14401173,4,App Experience,Neutral,10-04-2025 10:28
385758,2660715792,51066334,4,Customer Service,Positive,25-12-2024 08:42
588537,9870234681,54442333,3,App Experience,Negative,21-03-2023 18:32
7095518,2338214390,16205956,4,Delivery,Positive,02-06-2023 02:50
9388386,7585583784,15667972,4,Product Quality,Positive,08-03-2025 18:24
851410,6761183208,27699407,2,App Experience,Negative,14-09-2023 21:51
6281690,2771019451,94617760,5,Product Quality,Positive,05-04-2025 14:12
2636691,882594385,16669714,4,Delivery,Neutral,08-08-2025 09:35
2584482,7565755155,27224502,5,Customer Service,Positive,30-05-2023 22:15
7153893,8403162110,17416976,4,Customer Service,Positive,24-06-2023 08:41
9493987,7711029513,23262292,5,Product Quality,Positive,10-02-2023 16:38
4357783,2559531990,15292467,4,Product Quality,Positive,10-05-2023 20:04
4804141,6061702029,36547051,4,App Experience,Positive,26-09-2025 09:13
1296086,500657884,96761153,3,Customer Service,Neutral,25-12-2024 14:50
2816835,5176612362,89068931,5,App Experience,Positive,16-03-2024 18:24
1268402,7666629464,20782859,4,Customer Service,Positive,06-02-2023 03:59
7796237,1907498878,76747053,4,App Experience,Positive,02-07-2023 11:30
6581832,2171424096,37100178,5,Customer Service,Positive,23-11-2025 11:16
6122087,7677440328,45215407,5,Customer Service,Positive,20-08-2023 08:50
5479951,9807509749,13354585,4,Customer Service,Positive,13-01-2024 04:35
5801316,6261610355,65548444,4,Customer Service,Positive,29-11-2025 06:12
3666315,1828230416,50533470,3,Delivery,Negative,20-09-2025 16:03
1549952,9572030168,86548075,3,Customer Service,Neutral,11-02-2023 14:27
1867932,1396049818,96815160,3,App Experience,Neutral,09-11-2024 11:03
7827507,4675511929,28403428,5,Product Quality,Positive,02-11-2023 00:54
7731946,7394063030,11602141,4,Product Quality,Positive,16-03-2024 16:19
5396331,4711578880,23190868,4,Delivery,Positive,10-10-2023 04:51
1702996,5838206176,1726185,5,App Experience,Positive,02-05-2024 21:53
7574678,5677311957,89648226,4,Customer Service,Positive,06-03-2025 06:52
1956326,1767027357,56474482,5,Product Quality,Positive,28-11-2023 04:04
3646474,3549687104,42872239,4,Delivery,Neutral,29-09-2023 02:04
2918886,7131877154,83448568,5,Customer Service,Positive,05-05-2024 22:52
4681805,1775456026,36549423,5,Delivery,Positive,22-05-2025 04:02
4676220,4883524741,91119516,5,App Experience,Positive,18-09-2024 21:28
8732025,3267717322,52200242,4,Customer Service,Positive,03-03-2024 03:22
2415949,4929668502,80802225,5,App Experience,Positive,04-08-2024 13:51
7783270,7711723588,64745936,5,Product Quality,Positive,14-02-2023 19:28
5783243,8770157529,15261469,4,Customer Service,Positive,10-04-2024 22:48
3958297,5880099214,15004994,4,Delivery,Positive,17-08-2023 07:55
6051453,1841270434,31168655,5,Customer Service,Positive,09-10-2024 18:31
2207493,2447181276,34814763,4,Customer Service,Positive,30-10-2024 06:10
2196962,2325958685,79760498,4,App Experience,Positive,29-08-2023 23:38
867581,6653928449,98582480,3,Customer Service,Neutral,13-10-2024 16:18
5950768,4236115928,40502711,4,App Experience,Positive,26-07-2025 14:23
8532743,6726474713,90154586,5,Delivery,Positive,25-02-2023 07:27
1104340,6907435367,52857606,4,Delivery,Positive,19-10-2023 02:44
6390150,7367602411,10733715,4,App Experience,Neutral,02-12-2024 02:30
3255823,9497068598,76673228,5,Product Quality,Positive,18-08-2023 02:46
6068024,8790179760,52591822,5,App Experience,Positive,01-01-2023 13:49
3474918,7009996502,66029536,2,Delivery,Negative,21-10-2025 09:59
1577135,4405740868,74540215,5,Product Quality,Positive,07-11-2025 19:27
9246666,8329766429,2876468,4,Customer Service,Positive,07-02-2025 23:12
353313,98005861,55253034,5,Customer Service,Positive,24-04-2024 17:31
7443947,537490739,90161156,5,Customer Service,Positive,23-08-2023 04:42
5974998,1275500287,23903965,3,App Experience,Neutral,02-10-2025 20:00
4663544,5459290069,9645333,4,App Experience,Neutral,17-01-2023 23:57
6235794,6628958836,68822627,5,Customer Service,Positive,16-05-2025 23:52
439154,511856076,73473237,5,Delivery,Positive,22-10-2024 04:24
9591140,3461856362,60273897,5,Customer Service,Positive,29-09-2023 22:14
9893496,3005944558,74919730,4,App Experience,Neutral,24-03-2025 20:28
6449896,7916963743,76684061,5,Customer Service,Positive,28-08-2023 03:06
8855173,6466300860,48203590,4,App Experience,Positive,27-08-2025 10:23
1066992,1735468145,12907865,5,Product Quality,Positive,18-09-2023 08:51
